DAT;7412829;BME688;350;231831.56;234539.62;253905.28;198411.16;216261.88;202411.55;243751.48;234700.89
DAT;7412980;BME688;350;535704.94;544246.63;551278.63;456226.34;464293.81;459605.03;523383.59;546424.75
DAT;7413130;BME688;350;518218.62;527835.06;534028.69;440904.19;456836.94;444058.97;507056.19;527427.25
DAT;7413280;BME688;350;504061.03;517825.53;520987.03;429260.13;439484.97;431430.38;491716.69;515479.50
DAT;7413431;BME688;350;492781.53;501837.78;509706.31;419758.16;428990.38;420533.87;475615.41;500366.47
DAT;7413581;BME688;350;485078.16;492426.06;497812.34;412155.38;419242.59;407968.12;463034.13;491009.34
DAT;7413732;BME688;350;471672.03;481316.09;485423.09;406268.59;410420.84;395901.81;450803.44;477611.94
DAT;7413882;BME688;350;461157.41;470372.06;475615.41;393846.16;404583.16;387145.56;442332.63;468114.28
DAT;7414033;BME688;350;453498.66;462093.88;468757.16;386488.03;395901.81;377302.88;429260.13;457755.94
DAT;7414183;BME688;350;445217.41;451698.28;461157.41;377929.50;387805.34;362606.22;418985.28;445798.87
DAT;7414333;BME688;350;435281.62;442906.56;452596.69;363765.53;380457.00;352860.09;410420.84;438919.84
DAT;7414484;BME688;350;432523.75;433622.69;443194.13;358417.91;365322.87;346414.06;402436.62;429260.13
DAT;7414634;BME688;350;422355.13;427111.56;435837.41;351769.16;359550.56;339185.16;394985.53;419758.16
DAT;7414785;BME688;350;415163.19;419758.16;429530.19;344317.41;353591.16;332899.87;386488.03;413153.12
DAT;7414935;BME688;350;410174.25;410667.75;420533.87;340538.75;345013.47;324358.56;377929.50;405303.78
DAT;7415086;BME688;350;400078.12;404104.19;416175.56;334859.38;342589.50;319800.13;360690.37;400078.12
DAT;7415236;BME688;350;397053.13;397515.53;408945.69;329684.47;336842.09;311625.06;356545.97;392939.38
DAT;7415387;BME688;350;390243.91;390243.91;402674.00;324050.62;331284.38;306586.81;351769.16;386706.94
DAT;7415537;BME688;350;385832.72;383233.53;397284.19;317716.41;326218.53;301442.44;341903.19;378558.22
DAT;7415687;BME688;350;377929.50;377720.41;392713.31;312767.25;321608.03;296725.59;336510.03;364542.53
DAT;7415774;BME688;400;363765.53;362606.22;386269.34;308805.78;316537.88;254094.30;218616.56;219601.11
DAT;7415882;BME688;400;165964.34;163421.64;180727.14;139967.19;153155.84;137044.97;166125.89;165964.34
DAT;7415991;BME688;400;171466.84;171123.00;192156.13;147211.05;158268.94;143860.64;173913.05;172681.28
DAT;7416099;BME688;400;177346.73;176795.58;197378.56;151255.55;163578.28;149926.80;179964.84;176978.92
DAT;7416207;BME688;400;182857.14;181495.92;201813.17;155812.53;168421.05;153569.28;185440.06;181495.92
