DAT;1097362;BME688;200;235836.02;235999.08;252590.03;197836.17;214630.06;203255.27;246925.48;233257.41
DAT;1097512;BME688;200;12683569.00;15156337.00;14000427.00;11409471.00;11119104.00;12985140.00;15041542.00;13515364.00
DAT;1097662;BME688;200;12120584.00;14502324.00;13465379.00;10853925.00;10632057.00;12466426.00;14302924.00;12900787.00
DAT;1097813;BME688;200;11690332.00;14154644.00;13047183.00;10580562.00;10349968.00;11972232.00;13736324.00;12639537.00
DAT;1097963;BME688;200;11481430.00;13797053.00;12713094.00;10429026.00;10195395.00;11715409.00;13382887.00;12270361.00
DAT;1098114;BME688;200;11221918.00;13382887.00;12610352.00;10148033.00;9962907.00;11529909.00;13173065.00;12080369.00
DAT;1098264;BME688;200;11051602.00;13301400.00;12270361.00;9990244.00;9855038.00;11268226.00;12954339.00;11765889.00
DAT;1098415;BME688;200;10886379.00;13117694.00;12181413.00;9855038.00;9671783.00;11007054.00;12668858.00;11652916.00
DAT;1098565;BME688;200;10768321.00;12877972.00;11881073.00;9654685.00;9486972.00;10940902.00;12423886.00;11373829.00
DAT;1098716;BME688;200;10601100.00;12624928.00;11702857.00;9603751.00;9381048.00;10642416.00;12154303.00;11153165.00
DAT;1098866;BME688;200;10499199.00;12624928.00;11517750.00;9561716.00;9324986.00;10549903.00;11919971.00;10875539.00
DAT;1099017;BME688;200;10310887.00;12346647.00;11409471.00;9381048.00;9137758.00;10349968.00;11816805.00;10673616.00
DAT;1099167;BME688;200;10204921.00;12161069.00;11256613.00;9261730.00;9077008.00;10176398.00;11469373.00;10694517.00
DAT;1099318;BME688;200;10054618.00;11868164.00;11119104.00;9137758.00;8899511.00;10045371.00;11279862.00;10539723.00
DAT;1099468;BME688;200;9935719.00;11855282.00;10962864.00;8994785.00;8849041.00;9846154.00;11141789.00;10262449.00
DAT;1099619;BME688;200;9855038.00;11677833.00;10778947.00;8935915.00;8652759.00;9793186.00;11018157.00;10252816.00
DAT;1099769;BME688;200;9723442.00;11554302.00;10652796.00;8827586.00;8564558.00;9671783.00;10864721.00;10054618.00
DAT;1099919;BME688;200;9603751.00;11433357.00;10590821.00;8694083.00;8451896.00;9520046.00;10715500.00;9990244.00
DAT;1100070;BME688;200;9478739.00;11221918.00;10399238.00;8625428.00;8399897.00;9356939.00;10549903.00;9846154.00
DAT;1100220;BME688;200;9389112.00;11119104.00;10340170.00;8551148.00;8297797.00;9160749.00;10389347.00;9758189.00
DAT;1100307;BME688;400;9261730.00;11051602.00;10262449.00;8419322.00;8179730.50;8155301.00;3543252.50;3594559.00
DAT;1100415;BME688;400;194344.28;199804.88;208851.72;163109.27;176612.62;161107.61;201099.77;191187.45
DAT;1100524;BME688;400;197264.50;201574.80;214765.09;165964.34;178086.95;164524.42;203984.06;193572.78
DAT;1100632;BME688;400;201218.31;204228.16;216124.95;167594.11;180345.19;166775.25;205829.14;195905.88
DAT;1100740;BME688;400;205829.14;205581.20;218756.67;169592.58;183249.83;169088.50;209235.80;201099.77
DAT;1100848;BME688;400;207077.86;207329.42;221023.09;170609.80;184438.05;170099.67;211308.30;200391.39
DAT;1100957;BME688;400;204840.97;210396.55;222174.00;172158.70;186249.55;171123.00;213022.67;202171.77
DAT;1101065;BME688;400;208851.72;211570.25;225104.42;172681.28;191080.42;173207.03;213689.48;202411.55
DAT;1101173;BME688;400;210526.31;212227.98;224217.20;175522.80;191832.14;173559.33;216811.34;204718.11
DAT;1101282;BME688;400;209107.61;215578.95;226598.81;174446.34;193682.63;176430.05;217640.81;206451.61
DAT;1101390;BME688;400;212624.58;214630.06;228265.72;176066.03;195121.95;176795.58;218756.67;206826.91
DAT;1101498;BME688;400;212492.22;215715.19;229493.50;176795.58;196356.66;176430.05;220167.70;209107.61
DAT;1101607;BME688;400;214225.94;217918.70;229802.52;177346.73;196469.69;179020.98;220594.58;209235.80
DAT;1101715;BME688;400;216124.95;217918.70;230890.64;177901.33;196356.66;179775.28;222174.00;210396.55
DAT;1101823;BME688;400;215715.19;219037.44;231046.94;178272.98;198873.56;179586.11;223045.09;211177.56
DAT;1101932;BME688;400;218896.97;217918.70;232146.91;178833.39;198411.16;180345.19;224070.02;211570.25
DAT;1102040;BME688;400;217225.28;220309.81;233098.11;178646.20;198065.77;180727.14;224956.06;212889.81
DAT;1102148;BME688;400;218197.31;221309.70;233257.41;179775.28;199105.58;182076.81;225849.14;213555.78
DAT;1102256;BME688;400;217918.70;220737.23;233896.75;181495.92;200626.95;182857.14;225849.14;214091.58
DAT;1102365;BME688;400;219318.91;220309.81;234539.62;180345.19;200981.36;183842.02;226148.41;214630.06
DAT;1102473;BME688;400;219459.92;221453.28;234862.39;181110.72;201574.80;183249.83;227202.13;215442.88
DAT;1102581;BME688;400;220025.78;222608.70;235999.08;182661.44;203134.30;183249.83;227960.81;214900.31
DAT;1102690;BME688;400;219318.91;222899.44;235836.02;181882.77;201337.00;183842.02;228418.47;215306.98
DAT;1102798;BME688;400;220880.06;223923.03;236325.88;180918.73;201218.31;184238.94;228724.59;217363.61
DAT;1102906;BME688;400;223483.19;223045.09;236817.77;182857.14;201574.80;186046.52;230267.59;216536.27
DAT;1103015;BME688;400;222029.48;224659.94;237146.83;184040.27;202651.89;185037.95;230423.05;216949.16
DAT;1103123;BME688;400;222174.00;224070.02;238305.80;183053.27;203984.06;186046.52;230423.05;218057.92
DAT;1103231;BME688;400;222318.72;225252.97;238305.80;183446.80;202651.89;186046.52;230734.56;218476.64
DAT;1103392;BME688;200;222463.61;226148.41;237973.50;183644.19;203376.36;185843.92;230890.64;218476.64
DAT;1103543;BME688;200;11566537.00;13805772.00;12923684.00;10320630.00;10101110.00;11740595.00;13641965.00;12093744.00
DAT;1103693;BME688;200;10973878.00;13101959.00;12311854.00;9881785.00;9714794.00;11153165.00;12923684.00;11529909.00
DAT;1103844;BME688;200;10726023.00;12705700.00;11868164.00;9578486.00;9421507.00;10832397.00;12595810.00;11256613.00
DAT;1103994;BME688;200;10529563.00;12537976.00;11628105.00;9421507.00;9246050.00;10509301.00;12040419.00;11018157.00
