Label,GlassNr,Time,SensorNr,Identifier,Interval,Measurement,Iteration
Nersalen LPDE,1,5881139,0,Upper,1,853689.06,1
Nersalen LPDE,1,5881158,1,Upper,1,1121577.25,1
Nersalen LPDE,1,5881167,2,Upper,1,851028.44,1
Nersalen LPDE,1,5881186,3,Upper,1,1019412.62,1
Nersalen LPDE,1,5881205,4,Upper,1,951894.00,1
Nersalen LPDE,1,5881213,5,Upper,1,983433.37,1
Nersalen LPDE,1,5881222,6,Upper,1,808208.37,1
Nersalen LPDE,1,5881230,7,Upper,1,869454.44,1
Nersalen LPDE,1,5881239,0,Upper,2,853689.06,1
Nersalen LPDE,1,5881247,1,Upper,2,1125274.75,1
Nersalen LPDE,1,5881256,2,Upper,2,857441.94,1
Nersalen LPDE,1,5881264,3,Upper,2,1011857.69,1
Nersalen LPDE,1,5881273,4,Upper,2,950568.56,1
Nersalen LPDE,1,5881281,5,Upper,2,977799.00,1
Nersalen LPDE,1,5881290,6,Upper,2,809166.31,1
Nersalen LPDE,1,5881298,7,Upper,2,857441.94,1
Nersalen LPDE,1,5881307,0,Upper,3,853155.56,1
Nersalen LPDE,1,5881315,1,Upper,3,1120656.62,1
Nersalen LPDE,1,5881324,2,Upper,3,851028.44,1
Nersalen LPDE,1,5881332,3,Upper,3,1011857.69,1
Nersalen LPDE,1,5881341,4,Upper,3,953223.19,1
Nersalen LPDE,1,5881349,5,Upper,3,984852.12,1
Nersalen LPDE,1,5881358,6,Upper,3,814476.06,1
Nersalen LPDE,1,5881366,7,Upper,3,844710.25,1
Nersalen LPDE,1,5881375,0,Upper,4,844710.25,1
Nersalen LPDE,1,5881383,1,Upper,4,1126202.87,1
Nersalen LPDE,1,5881392,2,Upper,4,849440.06,1
Nersalen LPDE,1,5881400,3,Upper,4,1007378.25,1
Nersalen LPDE,1,5881409,4,Upper,4,951894.00,1
Nersalen LPDE,1,5881417,5,Upper,4,977099.25,1
Nersalen LPDE,1,5881426,6,Upper,4,811571.25,1
Nersalen LPDE,1,5881434,7,Upper,4,846281.00,1
Nersalen LPDE,1,5881443,0,Upper,5,839516.31,1
Nersalen LPDE,1,5881451,1,Upper,5,1117903.87,1
Nersalen LPDE,1,5881460,2,Upper,5,850498.31,1
Nersalen LPDE,1,5881468,3,Upper,5,1005893.94,1
