Label,GlassNr,Time,SensorNr,Identifier,Interval,Measurement,Iteration
645-1,3,1567218,2,Upper,1,1217598.12,1
645-1,3,1567237,3,Upper,1,1439718.75,1
645-1,3,1567256,4,Upper,1,1367612.75,1
645-1,3,1567264,5,Upper,1,1395570.75,1
645-1,3,1567273,6,Upper,1,1160668.75,1
645-1,3,1567281,7,Upper,1,1220864.37,1
645-1,3,1567290,0,Upper,2,1188969.50,1
645-1,3,1567298,1,Upper,2,1615460.50,1
645-1,3,1567307,2,Upper,2,1211117.62,1
645-1,3,1567315,3,Upper,2,1442761.50,1
645-1,3,1567324,4,Upper,2,1378660.37,1
645-1,3,1567332,5,Upper,2,1404182.37,1
645-1,3,1567341,6,Upper,2,1159682.87,1
645-1,3,1567349,7,Upper,2,1220864.37,1
645-1,3,1567358,0,Upper,3,1190005.75,1
645-1,3,1567366,1,Upper,3,1608798.12,1
645-1,3,1567375,2,Upper,3,1205769.75,1
645-1,3,1567383,3,Upper,3,1451967.37,1
645-1,3,1567392,4,Upper,3,1370358.00,1
645-1,3,1567400,5,Upper,3,1396998.62,1
645-1,3,1567409,6,Upper,3,1159682.87,1
645-1,3,1567417,7,Upper,3,1231879.75,1
645-1,3,1567426,0,Upper,4,1186902.37,1
645-1,3,1567434,1,Upper,4,1607850.87,1
645-1,3,1567443,2,Upper,4,1202583.62,1
645-1,3,1567451,3,Upper,4,1427675.12,1
645-1,3,1567460,4,Upper,4,1364878.37,1
645-1,3,1567468,5,Upper,4,1389888.00,1
645-1,3,1567477,6,Upper,4,1158698.75,1
645-1,3,1567485,7,Upper,4,1224148.25,1
645-1,3,1567494,0,Upper,5,1193125.50,1
645-1,3,1567502,1,Upper,5,1610696.00,1
645-1,3,1567511,2,Upper,5,1204705.87,1
645-1,3,1567519,3,Upper,5,1442761.50,1
645-1,3,1567528,4,Upper,5,1367612.75,1
645-1,3,1567536,5,Upper,5,1398429.50,1
645-1,3,1567545,6,Upper,5,1159682.87,1
645-1,3,1567553,7,Upper,5,1217598.12,1
645-1,3,1567562,0,Upper,6,1190005.75,1
645-1,3,1567570,1,Upper,6,1610696.00,1
645-1,3,1567579,2,Upper,6,1201525.37,1
645-1,3,1567587,3,Upper,6,1432167.87,1
645-1,3,1567596,4,Upper,6,1354049.62,1
645-1,3,1567604,5,Upper,6,1398429.50,1
645-1,3,1567613,6,Upper,6,1154778.62,1
645-1,3,1567621,7,Upper,6,1211117.62,1
645-1,3,1567630,0,Upper,7,1187935.00,1
645-1,3,1567638,1,Upper,7,1598439.00,1
