Label,GlassNr,Time,SensorNr,Identifier,Interval,Measurement,Iteration
644-2,1,457176,1,Upper,1,1704181.37,1
644-2,1,457184,2,Upper,1,1260307.75,1
644-2,1,457193,3,Upper,1,1536384.12,1
644-2,1,457212,4,Upper,1,1456614.50,1
644-2,1,457231,5,Upper,1,1520980.37,1
644-2,1,457250,6,Upper,1,1266151.50,1
644-2,1,457259,7,Upper,1,1292521.25,1
644-2,1,457267,0,Upper,2,1261472.12,1
644-2,1,457276,1,Upper,2,1703118.50,1
644-2,1,457284,2,Upper,2,1270865.62,1
644-2,1,457293,3,Upper,2,1539849.62,1
644-2,1,457301,4,Upper,2,1461291.50,1
644-2,1,457310,5,Upper,2,1469153.50,1
644-2,1,457318,6,Upper,2,1251069.00,1
644-2,1,457327,7,Upper,2,1297434.25,1
644-2,1,457335,0,Upper,3,1238584.87,1
644-2,1,457344,1,Upper,3,1688375.87,1
644-2,1,457352,2,Upper,3,1249923.75,1
644-2,1,457361,3,Upper,3,1533795.12,1
644-2,1,457369,4,Upper,3,1445817.12,1
644-2,1,457378,5,Upper,3,1475504.37,1
644-2,1,457386,6,Upper,3,1249923.75,1
644-2,1,457395,7,Upper,3,1291298.87,1
644-2,1,457403,0,Upper,4,1249923.75,1
644-2,1,457412,1,Upper,4,1676970.38,1
644-2,1,457420,2,Upper,4,1256827.25,1
644-2,1,457429,3,Upper,4,1529499.62,1
644-2,1,457437,4,Upper,4,1445817.12,1
644-2,1,457446,5,Upper,4,1478700.37,1
644-2,1,457454,6,Upper,4,1247639.37,1
644-2,1,457463,7,Upper,4,1292521.25,1
644-2,1,457471,0,Upper,5,1248780.50,1
644-2,1,457480,1,Upper,5,1687332.62,1
644-2,1,457488,2,Upper,5,1241964.87,1
644-2,1,457497,3,Upper,5,1524376.62,1
644-2,1,457505,4,Upper,5,1451967.37,1
644-2,1,457514,5,Upper,5,1475504.37,1
644-2,1,457522,6,Upper,5,1251069.00,1
644-2,1,457531,7,Upper,5,1284012.50,1
644-2,1,457539,0,Upper,6,1244228.37,1
644-2,1,457548,1,Upper,6,1695715.12,1
644-2,1,457556,2,Upper,6,1243095.62,1
644-2,1,457565,3,Upper,6,1527788.12,1
644-2,1,457573,4,Upper,6,1456614.50,1
644-2,1,457582,5,Upper,6,1472322.12,1
644-2,1,457590,6,Upper,6,1256827.25,1
644-2,1,457599,7,Upper,6,1288860.87,1
644-2,1,457607,0,Upper,7,1243095.62,1
644-2,1,457616,1,Upper,7,1687332.62,1
644-2,1,457624,2,Upper,7,1257985.25,1
