Label,GlassNr,Time,SensorNr,Identifier,Interval,Measurement,Iteration
645-1,3,1126168,0,Upper,1,1138410.25,1
645-1,3,1126187,1,Upper,1,1537249.00,1
645-1,3,1126196,2,Upper,1,1162645.50,1
645-1,3,1126215,3,Upper,1,1377269.62,1
645-1,3,1126234,4,Upper,1,1309881.62,1
645-1,3,1126242,5,Upper,1,1334202.00,1
645-1,3,1126251,6,Upper,1,1114254.62,1
645-1,3,1126259,7,Upper,1,1166619.25,1
645-1,3,1126268,0,Upper,2,1134626.00,1
645-1,3,1126276,1,Upper,2,1526080.50,1
645-1,3,1126285,2,Upper,2,1157716.25,1
645-1,3,1126293,3,Upper,2,1378660.37,1
645-1,3,1126302,4,Upper,2,1301143.62,1
645-1,3,1126310,5,Upper,2,1355393.75,1
645-1,3,1126319,6,Upper,2,1108825.12,1
645-1,3,1126327,7,Upper,2,1165623.25,1
645-1,3,1126336,0,Upper,3,1141265.00,1
645-1,3,1126344,1,Upper,3,1520980.37,1
645-1,3,1126353,2,Upper,3,1159682.87,1
645-1,3,1126361,3,Upper,3,1367612.75,1
645-1,3,1126370,4,Upper,3,1292521.25,1
645-1,3,1126378,5,Upper,3,1316195.37,1
645-1,3,1126387,6,Upper,3,1108825.12,1
645-1,3,1126395,7,Upper,3,1161656.25,1
645-1,3,1126404,0,Upper,4,1128063.87,1
645-1,3,1126412,1,Upper,4,1517599.12,1
645-1,3,1126421,2,Upper,4,1157716.25,1
645-1,3,1126429,3,Upper,4,1370358.00,1
645-1,3,1126438,4,Upper,4,1287645.37,1
645-1,3,1126446,5,Upper,4,1320012.87,1
645-1,3,1126455,6,Upper,4,1111533.25,1
645-1,3,1126463,7,Upper,4,1165623.25,1
645-1,3,1126472,0,Upper,5,1137461.87,1
645-1,3,1126480,1,Upper,5,1483520.50,1
645-1,3,1126489,2,Upper,5,1156735.37,1
645-1,3,1126497,3,Upper,5,1368984.00,1
645-1,3,1126506,4,Upper,5,1286432.12,1
645-1,3,1126514,5,Upper,5,1318737.87,1
645-1,3,1126523,6,Upper,5,1108825.12,1
645-1,3,1126531,7,Upper,5,1163636.37,1
645-1,3,1126540,0,Upper,6,1129931.00,1
645-1,3,1126548,1,Upper,6,1525228.12,1
645-1,3,1126557,2,Upper,6,1147982.12,1
