kein Glas;6542738;7;Upper;23;90399469;1
kein Glas;6542747;0;Upper;24;91184325;1
kein Glas;6542756;1;Upper;24;121868487;1
kein Glas;6542765;2;Upper;24;87671231;1
kein Glas;6542774;3;Upper;24;108589612;1
kein Glas;6542782;4;Upper;24;103722463;1
kein Glas;6542791;5;Upper;24;107817850;1
kein Glas;6542800;6;Upper;24;89982425;1
kein Glas;6542809;7;Upper;24;90519338;1
kein Glas;6542818;0;Upper;25;90880850;1
kein Glas;6542826;1;Upper;25;122195700;1
kein Glas;6542835;2;Upper;25;87727562;1
kein Glas;6542844;3;Upper;25;108762612;1
kein Glas;6542853;4;Upper;25;103565106;1
kein Glas;6542862;5;Upper;25;108073875;1
kein Glas;6542870;6;Upper;25;89982425;1
kein Glas;6542879;7;Upper;25;91123469;1
kein Glas;6542888;0;Upper;26;91489837;1
kein Glas;6542897;1;Upper;26;120897287;1
kein Glas;6542906;2;Upper;26;87558787;1
kein Glas;6542914;3;Upper;26;108762612;1
kein Glas;6542923;4;Upper;26;104998712;1
kein Glas;6542932;5;Upper;26;106973100;1
kein Glas;6542941;6;Upper;26;89510488;1
kein Glas;6542950;7;Upper;26;90880850;1
kein Glas;6542958;0;Upper;27;91982931;1
kein Glas;6542967;1;Upper;27;122305162;1
kein Glas;6542976;2;Upper;27;87446625;1
kein Glas;6542985;3;Upper;27;108936175;1
kein Glas;6542994;4;Upper;27;103880294;1
kein Glas;6543002;5;Upper;27;107225125;1
kein Glas;6543011;6;Upper;27;89510488;1
kein Glas;6543020;7;Upper;27;91921006;1
kein Glas;6543029;0;Upper;28;91489837;1
kein Glas;6543038;1;Upper;28;122086437;1
kein Glas;6543046;2;Upper;28;88010313;1
kein Glas;6543055;3;Upper;28;109023162;1
kein Glas;6543064;4;Upper;28;103018106;1
kein Glas;6543073;5;Upper;28;107563025;1
kein Glas;6543082;6;Upper;28;89334787;1
kein Glas;6543090;7;Upper;28;90699731;1
kein Glas;6543099;0;Upper;29;92481375;1
kein Glas;6543108;1;Upper;29;120046887;1
kein Glas;6543117;2;Upper;29;88294894;1
kein Glas;6543126;3;Upper;29;108762612;1
kein Glas;6543134;4;Upper;29;104276988;1
kein Glas;6543143;5;Upper;29;107478350;1
kein Glas;6543152;6;Upper;29;89804869;1
kein Glas;6543161;7;Upper;29;90941387;1
kein Glas;6543170;0;Lower;30;91428569;1
kein Glas;6543178;1;Lower;30;121759812;1
kein Glas;6543187;2;Lower;30;88010313;1
kein Glas;6543196;3;Lower;30;109110288;1
kein Glas;6543205;4;Lower;30;104038606;1
kein Glas;6543214;5;Lower;30;107732775;1
kein Glas;6543222;6;Lower;30;89569212;1
kein Glas;6543231;7;Lower;30;91982931;1
kein Glas;6543240;0;Lower;31;8148709600;1
kein Glas;6543249;1;Lower;31;10240000000;1
kein Glas;6543257;2;Lower;31;6884033600;1
kein Glas;6543266;3;Lower;31;10240000000;1
kein Glas;6543275;4;Lower;31;10240000000;1
kein Glas;6543284;5;Lower;31;10168502400;1
kein Glas;6543293;6;Lower;31;10240000000;1
kein Glas;6543301;7;Lower;31;9994052800;1
kein Glas;6543310;0;Lower;32;7792628000;1
kein Glas;6543319;1;Lower;32;10240000000;1
kein Glas;6543328;2;Lower;32;6509659600;1
kein Glas;6543336;3;Lower;32;10240000000;1
kein Glas;6543345;4;Lower;32;9748754400;1
kein Glas;6543354;5;Lower;32;9994052800;1
kein Glas;6543363;6;Lower;32;9881040000;1
kein Glas;6543371;7;Lower;32;9342266400;1
kein Glas;6543380;0;Lower;33;7730580800;1
kein Glas;6543389;1;Lower;33;10240000000;1
kein Glas;6543398;2;Lower;33;6509659600;1
kein Glas;6543407;3;Lower;33;10240000000;1
kein Glas;6543415;4;Lower;33;9651840800;1
kein Glas;6543424;5;Lower;33;9847633600;1
kein Glas;6543433;6;Lower;33;9869879200;1
kein Glas;6543442;7;Lower;33;9382391200;1
kein Glas;6543450;0;Lower;34;7636003200;1
kein Glas;6543459;1;Lower;34;10240000000;1
kein Glas;6543468;2;Lower;34;6409388800;1
kein Glas;6543477;3;Lower;34;10240000000;1
kein Glas;6543486;4;Lower;34;9567299200;1
kein Glas;6543494;5;Lower;34;9803440800;1
kein Glas;6543503;6;Lower;34;9727050400;1
kein Glas;6543512;7;Lower;34;9223927200;1
kein Glas;6543521;0;Lower;35;7609404800;1
kein Glas;6543529;1;Lower;35;10240000000;1
kein Glas;6543538;2;Lower;35;6400000000;1
kein Glas;6543547;3;Lower;35;10168502400;1
kein Glas;6543556;4;Lower;35;9577785600;1
kein Glas;6543565;5;Lower;35;9673210400;1
kein Glas;6543573;6;Lower;35;9673210400;1
kein Glas;6543582;7;Lower;35;9185144000;1
kein Glas;6543591;0;Lower;36;7689762400;1
kein Glas;6543600;1;Lower;36;10240000000;1
kein Glas;6543608;2;Lower;36;6395316000;1
kein Glas;6543617;3;Lower;36;10168502400;1
kein Glas;6543626;4;Lower;36;9567299200;1
kein Glas;6543635;5;Lower;36;9630565600;1
kein Glas;6543644;6;Lower;36;9577785600;1
kein Glas;6543652;7;Lower;36;9127576800;1
kein Glas;6543661;0;Lower;37;7550230400;1
kein Glas;6543670;1;Lower;37;10240000000;1
kein Glas;6543679;2;Lower;37;6376648000;1
kein Glas;6543687;3;Lower;37;10063109600;1
kein Glas;6543696;4;Lower;37;9422861600;1
kein Glas;6543705;5;Lower;37;9567299200;1
kein Glas;6543714;6;Lower;37;9556835200;1
kein Glas;6543723;7;Lower;37;9137120800;1
kein Glas;6543731;0;Lower;38;7504838400;1
kein Glas;6543740;1;Lower;38;10240000000;1
kein Glas;6543749;2;Lower;38;6362718400;1
kein Glas;6543758;3;Lower;38;10005496000;1
kein Glas;6543766;4;Lower;38;9412711200;1
kein Glas;6543775;5;Lower;38;9567299200;1
kein Glas;6543784;6;Lower;38;9515208800;1
kein Glas;6543793;7;Lower;38;8986767200;1
kein Glas;6543801;0;Lower;39;7479144000;1
kein Glas;6543810;1;Lower;39;10240000000;1
kein Glas;6543819;2;Lower;39;6330451600;1
kein Glas;6543828;3;Lower;39;9971244000;1
kein Glas;6543837;4;Lower;39;9362285600;1
kein Glas;6543845;5;Lower;39;9588295200;1
kein Glas;6543854;6;Lower;39;9433033600;1
kein Glas;6543863;7;Lower;39;8977534400;1
kein Glas;6543872;0;Lower;40;7479144000;1
kein Glas;6543880;1;Lower;40;10240000000;1
kein Glas;6543889;2;Lower;40;6321292400;1
kein Glas;6543898;3;Lower;40;9994052800;1
kein Glas;6543907;4;Lower;40;9312397600;1
kein Glas;6543916;5;Lower;40;9588295200;1
kein Glas;6543924;6;Lower;40;9402582400;1
kein Glas;6543933;7;Lower;40;8959124800;1
kein Glas;6543942;0;Lower;41;7415672000;1
kein Glas;6543951;1;Lower;41;10240000000;1
kein Glas;6543959;2;Lower;41;6284919600;1
kein Glas;6543968;3;Lower;41;9892226400;1
kein Glas;6543977;4;Lower;41;9322332800;1
kein Glas;6543986;5;Lower;41;9412711200;1
kein Glas;6543995;6;Lower;41;9392476000;1
kein Glas;6544003;7;Lower;41;8895283200;1
kein Glas;6544012;0;Lower;42;7415672000;1
kein Glas;6544021;1;Lower;42;10240000000;1
kein Glas;6544030;2;Lower;42;6266889600;1
kein Glas;6544038;3;Lower;42;9869879200;1
kein Glas;6544047;4;Lower;42;9292591200;1
kein Glas;6544056;5;Lower;42;9392476000;1
kein Glas;6544065;6;Lower;42;9352265600;1
kein Glas;6544074;7;Lower;42;8859208800;1
kein Glas;6544082;0;Lower;43;7390583200;1
kein Glas;6544091;1;Lower;43;10240000000;1
kein Glas;6544100;2;Lower;43;6217836800;1
kein Glas;6544109;3;Lower;43;9971244000;1
kein Glas;6544117;4;Lower;43;9263039200;1
kein Glas;6544126;5;Lower;43;9412711200;1
kein Glas;6544135;6;Lower;43;9312397600;1
kein Glas;6544144;7;Lower;43;8886237600;1
kein Glas;6544153;0;Lower;44;7334751200;1
kein Glas;6544161;1;Lower;44;10240000000;1
kein Glas;6544170;2;Lower;44;6217836800;1
kein Glas;6544179;3;Lower;44;9781492800;1
kein Glas;6544188;4;Lower;44;9194808800;1
kein Glas;6544196;5;Lower;44;9302484000;1
kein Glas;6544205;6;Lower;44;9253229600;1
kein Glas;6544214;7;Lower;44;8868200000;1
kein Glas;6544223;0;Lower;45;7322458400;1
kein Glas;6544232;1;Lower;45;10240000000;1
kein Glas;6544240;2;Lower;45;6209000400;1
kein Glas;6544249;3;Lower;45;9716234400;1
kein Glas;6544258;4;Lower;45;9175498400;1
kein Glas;6544267;5;Lower;45;9272868800;1
kein Glas;6544275;6;Lower;45;9253229600;1
kein Glas;6544284;7;Lower;45;8796778400;1
kein Glas;6544293;0;Lower;46;7378103200;1
kein Glas;6544302;1;Lower;46;10240000000;1
kein Glas;6544310;2;Lower;46;6165192800;1
kein Glas;6544319;3;Lower;46;9737890400;1
kein Glas;6544328;4;Lower;46;9118052000;1
kein Glas;6544337;5;Lower;46;9302484000;1
kein Glas;6544346;6;Lower;46;9214200000;1
kein Glas;6544354;7;Lower;46;8814525600;1
kein Glas;6544363;0;Lower;47;7378103200;1
kein Glas;6544372;1;Lower;47;10240000000;1
kein Glas;6544381;2;Lower;47;6121999200;1
kein Glas;6544389;3;Lower;47;9694674400;1
kein Glas;6544398;4;Lower;47;9108548000;1
kein Glas;6544407;5;Lower;47;9243441600;1
kein Glas;6544416;6;Lower;47;9194808800;1
kein Glas;6544425;7;Lower;47;8691776800;1
kein Glas;6544433;0;Lower;48;7267646400;1
kein Glas;6544442;1;Lower;48;10240000000;1
kein Glas;6544451;2;Lower;48;6134893600;1
kein Glas;6544460;3;Lower;48;9641192000;1
kein Glas;6544468;4;Lower;48;9118052000;1
kein Glas;6544477;5;Lower;48;9185144000;1
kein Glas;6544486;6;Lower;48;9127576800;1
kein Glas;6544495;7;Lower;48;8640211200;1
kein Glas;6544504;0;Lower;49;7255576800;1
kein Glas;6544512;1;Lower;49;10240000000;1
kein Glas;6544521;2;Lower;49;6147842400;1
kein Glas;6544530;3;Lower;49;9609384000;1
kein Glas;6544539;4;Lower;49;9005290400;1
kein Glas;6544547;5;Lower;49;9272868800;1
kein Glas;6544556;6;Lower;49;9061320800;1
kein Glas;6544565;7;Lower;49;8683140000;1
kein Glas;6544574;0;Lower;50;7231558400;1
kein Glas;6544582;1;Lower;50;10240000000;1
kein Glas;6544591;2;Lower;50;6121999200;1
kein Glas;6544600;3;Lower;50;9588295200;1
kein Glas;6544609;4;Lower;50;8959124800;1
kein Glas;6544618;5;Lower;50;9243441600;1
kein Glas;6544626;6;Lower;50;9080152800;1
kein Glas;6544635;7;Lower;50;8614656800;1
kein Glas;6544644;0;Lower;51;7189906400;1
kein Glas;6544653;1;Lower;51;10240000000;1
kein Glas;6544661;2;Lower;51;6087877200;1
kein Glas;6544670;3;Lower;51;9567299200;1
kein Glas;6544679;4;Lower;51;9023889600;1
kein Glas;6544688;5;Lower;51;9061320800;1
kein Glas;6544697;6;Lower;51;9023889600;1
kein Glas;6544705;7;Lower;51;8547244800;1
kein Glas;6544714;0;Lower;52;7201758400;1
kein Glas;6544723;1;Lower;52;10240000000;1
kein Glas;6544732;2;Lower;52;6070958800;1
kein Glas;6544740;3;Lower;52;9433033600;1
kein Glas;6544749;4;Lower;52;8968320000;1
kein Glas;6544758;5;Lower;52;9175498400;1
kein Glas;6544767;6;Lower;52;8913431200;1
kein Glas;6544776;7;Lower;52;8497374400;1
kein Glas;6544784;0;Lower;53;7213648800;1
kein Glas;6544793;1;Lower;53;10240000000;1
kein Glas;6544802;2;Lower;53;6054134000;1
kein Glas;6544811;3;Lower;53;9504858400;1
kein Glas;6544819;4;Lower;53;8949948800;1
kein Glas;6544828;5;Lower;53;9014580800;1
kein Glas;6544837;6;Lower;53;8996019200;1
kein Glas;6544846;7;Lower;53;8489119200;1
kein Glas;6544854;0;Lower;54;7207698400;1
kein Glas;6544863;1;Lower;54;10240000000;1
kein Glas;6544872;2;Lower;54;6087877200;1
kein Glas;6544881;3;Lower;54;9494531200;1
kein Glas;6544890;4;Lower;54;8949948800;1
kein Glas;6544898;5;Lower;54;8996019200;1
kein Glas;6544907;6;Lower;54;8968320000;1
kein Glas;6544916;7;Lower;54;8448082400;1
kein Glas;6544925;0;Lower;55;7102248800;1
kein Glas;6544933;1;Lower;55;10240000000;1
kein Glas;6544942;2;Lower;55;6020762400;1
kein Glas;6544951;3;Lower;55;9535976800;1
kein Glas;6544960;4;Lower;55;8895283200;1
kein Glas;6544969;5;Lower;55;8986767200;1
kein Glas;6544977;6;Lower;55;8904348000;1
kein Glas;6544986;7;Lower;55;8448082400;1
kein Glas;6544995;0;Lower;56;7119608800;1
kein Glas;6545004;1;Lower;56;10240000000;1
kein Glas;6545012;2;Lower;56;6000091600;1
kein Glas;6545021;3;Lower;56;9443228000;1
kein Glas;6545030;4;Lower;56;8850236000;1
kein Glas;6545039;5;Lower;56;8931652800;1
kein Glas;6545048;6;Lower;56;8868200000;1
kein Glas;6545056;7;Lower;56;8311477600;1
kein Glas;6545065;0;Lower;57;7137054400;1
kein Glas;6545074;1;Lower;57;10240000000;1
kein Glas;6545083;2;Lower;57;6008342800;1
