Label,Time,SensorNr,Identifier,Interval,Measurement,Iteration
644-2,1437070,0,Lower,39,78135320.00,1
644-2,1437079,1,Lower,39,102400000.00,1
644-2,1437087,2,Lower,39,67095980.00,1
644-2,1437096,3,Lower,39,100054960.00,1
644-2,1437105,4,Lower,39,97705552.00,1
644-2,1437114,5,Lower,39,97814928.00,1
644-2,1437123,6,Lower,39,94534440.00,1
644-2,1437131,7,Lower,39,93123976.00,1
644-2,1437140,0,Lower,40,77718352.00,1
644-2,1437149,1,Lower,40,102400000.00,1
644-2,1437158,2,Lower,40,66382376.00,1
644-2,1437166,3,Lower,40,100284624.00,1
644-2,1437175,4,Lower,40,96411920.00,1
644-2,1437184,5,Lower,40,97378904.00,1
644-2,1437193,6,Lower,40,94330336.00,1
644-2,1437202,7,Lower,40,92142000.00,1
644-2,1437210,0,Lower,41,77995832.00,1
644-2,1437219,1,Lower,41,102400000.00,1
644-2,1437228,2,Lower,41,66534012.00,1
644-2,1437237,3,Lower,41,101685024.00,1
644-2,1437245,4,Lower,41,96305656.00,1
644-2,1437254,5,Lower,41,96625136.00,1
644-2,1437263,6,Lower,41,94945312.00,1
644-2,1437272,7,Lower,41,92044944.00,1
644-2,1437281,0,Lower,42,77033208.00,1
644-2,1437289,1,Lower,42,102400000.00,1
644-2,1437298,2,Lower,42,66382376.00,1
644-2,1437307,3,Lower,42,101922240.00,1
644-2,1437316,4,Lower,42,95777856.00,1
644-2,1437325,5,Lower,42,96305656.00,1
644-2,1437333,6,Lower,42,93223328.00,1
644-2,1437342,7,Lower,42,92532296.00,1
644-2,1437351,0,Lower,43,77033208.00,1
644-2,1437360,1,Lower,43,102400000.00,1
644-2,1437368,2,Lower,43,65981376.00,1
644-2,1437377,3,Lower,43,99598784.00,1
644-2,1437386,4,Lower,43,95463944.00,1
644-2,1437395,5,Lower,43,95882952.00,1
644-2,1437404,6,Lower,43,93422664.00,1
644-2,1437412,7,Lower,43,90707264.00,1
644-2,1437421,0,Lower,44,77033208.00,1
644-2,1437430,1,Lower,44,102400000.00,1
644-2,1437439,2,Lower,44,65733200.00,1
644-2,1437447,3,Lower,44,99372248.00,1
644-2,1437456,4,Lower,44,95359768.00,1
644-2,1437465,5,Lower,44,95255816.00,1
644-2,1437474,6,Lower,44,92532296.00,1
644-2,1437483,7,Lower,44,89683200.00,1
644-2,1437491,0,Lower,45,77169264.00,1
644-2,1437500,1,Lower,45,102400000.00,1
644-2,1437509,2,Lower,45,65291160.00,1
644-2,1437518,3,Lower,45,98698792.00,1
644-2,1437526,4,Lower,45,95152088.00,1
644-2,1437535,5,Lower,45,94842256.00,1
644-2,1437544,6,Lower,45,92336736.00,1
644-2,1437553,7,Lower,45,90052904.00,1
644-2,1437562,0,Lower,46,76627888.00,1
644-2,1437570,1,Lower,46,102400000.00,1
644-2,1437579,2,Lower,46,64903192.00,1
644-2,1437588,3,Lower,46,97924544.00,1
644-2,1437597,4,Lower,46,95255816.00,1
644-2,1437605,5,Lower,46,94739432.00,1
644-2,1437614,6,Lower,46,91754984.00,1
644-2,1437623,7,Lower,46,90145808.00,1
644-2,1437632,0,Lower,47,76094048.00,1
644-2,1437641,1,Lower,47,102400000.00,1
644-2,1437649,2,Lower,47,65048140.00,1
644-2,1437658,3,Lower,47,98144512.00,1
644-2,1437667,4,Lower,47,94636824.00,1
644-2,1437676,5,Lower,47,94025824.00,1
644-2,1437684,6,Lower,47,91275768.00,1
644-2,1437693,7,Lower,47,88412816.00,1
644-2,1437702,0,Lower,48,75633008.00,1
644-2,1437711,1,Lower,48,102400000.00,1
644-2,1437720,2,Lower,48,65096596.00,1
644-2,1437728,3,Lower,48,96946744.00,1
644-2,1437737,4,Lower,48,93723272.00,1
644-2,1437746,5,Lower,48,94432280.00,1
644-2,1437755,6,Lower,48,90801528.00,1
644-2,1437763,7,Lower,48,88772096.00,1
644-2,1437772,0,Lower,49,75829912.00,1
644-2,1437781,1,Lower,49,102400000.00,1
644-2,1437790,2,Lower,49,64710936.00,1
644-2,1437799,3,Lower,49,97054424.00,1
644-2,1437807,4,Lower,49,93622856.00,1
644-2,1437816,5,Lower,49,93223328.00,1
644-2,1437825,6,Lower,49,90425664.00,1
644-2,1437834,7,Lower,49,87879320.00,1
644-2,1437842,0,Lower,50,75961752.00,1
644-2,1437851,1,Lower,50,102400000.00,1
644-2,1437860,2,Lower,50,64329816.00,1
644-2,1437869,3,Lower,50,97270504.00,1
644-2,1437878,4,Lower,50,92925912.00,1
644-2,1437886,5,Lower,50,93422664.00,1
644-2,1437895,6,Lower,50,90145808.00,1
644-2,1437904,7,Lower,50,87614976.00,1
644-2,1437913,0,Lower,51,74791440.00,1
644-2,1437921,1,Lower,51,102400000.00,1
644-2,1437930,2,Lower,51,64567488.00,1
644-2,1437939,3,Lower,51,96305656.00,1
644-2,1437948,4,Lower,51,92532296.00,1
644-2,1437957,5,Lower,51,92630392.00,1
644-2,1437965,6,Lower,51,89683200.00,1
644-2,1437974,7,Lower,51,87264984.00,1
644-2,1437983,0,Lower,52,75048384.00,1
644-2,1437992,1,Lower,52,102400000.00,1
644-2,1438000,2,Lower,52,64046908.00,1
644-2,1438009,3,Lower,52,95882952.00,1
644-2,1438018,4,Lower,52,92434416.00,1
644-2,1438027,5,Lower,52,92630392.00,1
644-2,1438036,6,Lower,52,90425664.00,1
644-2,1438044,7,Lower,52,86917768.00,1
644-2,1438053,0,Lower,53,74409312.00,1
644-2,1438062,1,Lower,53,102400000.00,1
644-2,1438071,2,Lower,53,63953160.00,1
644-2,1438079,3,Lower,53,95048584.00,1
644-2,1438088,4,Lower,53,92239272.00,1
644-2,1438097,5,Lower,53,90707264.00,1
644-2,1438106,6,Lower,53,88412816.00,1
644-2,1438115,7,Lower,53,85639984.00,1
644-2,1438123,0,Lower,54,73968400.00,1
644-2,1438132,1,Lower,54,102400000.00,1
644-2,1438141,2,Lower,54,63906388.00,1
644-2,1438150,3,Lower,54,95255816.00,1
644-2,1438159,4,Lower,54,91180520.00,1
644-2,1438167,5,Lower,54,91275768.00,1
644-2,1438176,6,Lower,54,88772096.00,1
644-2,1438185,7,Lower,54,85808184.00,1
644-2,1438194,0,Lower,55,74791440.00,1
644-2,1438202,1,Lower,55,102400000.00,1
644-2,1438211,2,Lower,55,63488496.00,1
644-2,1438220,3,Lower,55,94330336.00,1
644-2,1438229,4,Lower,55,91275768.00,1
644-2,1438238,5,Lower,55,90238896.00,1
644-2,1438246,6,Lower,55,87967784.00,1
644-2,1438255,7,Lower,55,85724000.00,1
644-2,1438264,0,Lower,56,74093840.00,1
644-2,1438273,1,Lower,56,102400000.00,1
644-2,1438281,2,Lower,56,63350412.00,1
644-2,1438290,3,Lower,56,95359768.00,1
644-2,1438299,4,Lower,56,90238896.00,1
644-2,1438308,5,Lower,56,90332184.00,1
644-2,1438317,6,Lower,56,88323448.00,1
644-2,1438325,7,Lower,56,85639984.00,1
644-2,1438334,0,Lower,57,73594608.00,1
644-2,1438343,1,Lower,57,102400000.00,1
644-2,1438352,2,Lower,57,63167228.00,1
644-2,1438360,3,Lower,57,94636824.00,1
644-2,1438369,4,Lower,57,91085480.00,1
644-2,1438378,5,Lower,57,89775344.00,1
644-2,1438387,6,Lower,57,88592088.00,1
644-2,1438396,7,Lower,57,84562584.00,1
644-2,1438404,0,Lower,58,73470856.00,1
644-2,1438413,1,Lower,58,102400000.00,1
644-2,1438422,2,Lower,58,62623984.00,1
644-2,1438431,3,Lower,58,93522656.00,1
644-2,1438439,4,Lower,58,89775344.00,1
644-2,1438448,5,Lower,58,90895976.00,1
644-2,1438457,6,Lower,58,87091032.00,1
644-2,1438466,7,Lower,58,83993592.00,1
644-2,1438475,0,Lower,59,73409128.00,1
644-2,1438483,1,Lower,59,102400000.00,1
644-2,1438492,2,Lower,59,62713876.00,1
644-2,1438501,3,Lower,59,92728688.00,1
644-2,1438510,4,Lower,59,89775344.00,1
644-2,1438518,5,Lower,59,89134312.00,1
644-2,1438527,6,Lower,59,85808184.00,1
644-2,1438536,7,Lower,59,82878280.00,1
644-2,1438545,0,Lower,60,72858256.00,1
644-2,1438554,1,Lower,60,102400000.00,1
644-2,1438562,2,Lower,60,62849196.00,1
644-2,1438571,3,Lower,60,92728688.00,1
644-2,1438580,4,Lower,60,89225320.00,1
644-2,1438589,5,Lower,60,88952832.00,1
644-2,1438597,6,Lower,60,86487624.00,1
644-2,1438606,7,Lower,60,83352624.00,1
