Label,Time,SensorNr,Identifier,Interval,Measurement,Iteration
645-2,590538,0,Upper,1,88858.04,1
645-2,590558,1,Upper,1,53590.12,1
645-2,590566,2,Upper,1,79207.92,1
645-2,590575,3,Upper,1,48780.49,1
645-2,590595,4,Upper,1,39312.04,1
645-2,590614,5,Upper,1,60206.96,1
645-2,590623,6,Upper,1,47931.10,1
645-2,590642,7,Upper,1,38117.93,1
645-2,590651,0,Upper,2,9650.18,1
645-2,590660,1,Upper,2,7186.17,1
645-2,590669,2,Upper,2,8998.87,1
645-2,590677,3,Upper,2,6632.12,1
645-2,590686,4,Upper,2,5684.85,1
645-2,590695,5,Upper,2,7905.14,1
645-2,590704,6,Upper,2,6273.28,1
645-2,590713,7,Upper,2,5684.85,1
645-2,590721,0,Upper,3,5684.85,1
645-2,590730,1,Upper,3,5684.85,1
645-2,590739,2,Upper,3,5684.85,1
645-2,590748,3,Upper,3,5684.85,1
645-2,590757,4,Upper,3,5684.85,1
645-2,590765,5,Upper,3,5684.85,1
645-2,590774,6,Upper,3,5684.85,1
645-2,590783,7,Upper,3,5684.85,1
645-2,590792,0,Upper,4,5684.85,1
645-2,590801,1,Upper,4,5684.85,1
645-2,590809,2,Upper,4,5684.85,1
645-2,590818,3,Upper,4,5684.85,1
645-2,590827,4,Upper,4,5684.85,1
645-2,590836,5,Upper,4,5684.85,1
645-2,590845,6,Upper,4,5684.85,1
645-2,590853,7,Upper,4,5684.85,1
645-2,590862,0,Upper,5,5684.85,1
645-2,590871,1,Upper,5,5684.85,1
645-2,590880,2,Upper,5,5684.85,1
645-2,590889,3,Upper,5,5684.85,1
645-2,590897,4,Upper,5,5684.85,1
645-2,590906,5,Upper,5,5684.85,1
645-2,590915,6,Upper,5,5684.85,1
645-2,590924,7,Upper,5,5684.85,1
645-2,590933,0,Upper,6,5684.85,1
645-2,590941,1,Upper,6,5684.85,1
645-2,590950,2,Upper,6,5684.85,1
645-2,590959,3,Upper,6,5684.85,1
645-2,590968,4,Upper,6,5780.35,1
645-2,590976,5,Upper,6,5684.85,1
645-2,590985,6,Upper,6,6171.65,1
645-2,590994,7,Upper,6,5684.85,1
645-2,591003,0,Upper,7,6542.63,1
645-2,591012,1,Upper,7,7210.46,1
645-2,591020,2,Upper,7,5684.85,1
645-2,591029,3,Upper,7,6595.22,1
645-2,591038,4,Upper,7,7421.15,1
645-2,591047,5,Upper,7,6451.61,1
645-2,591056,6,Upper,7,7761.34,1
645-2,591064,7,Upper,7,7186.17,1
645-2,591073,0,Upper,8,7841.22,1
645-2,591082,1,Upper,8,8769.53,1
645-2,591091,2,Upper,8,6554.69,1
645-2,591100,3,Upper,8,8018.04,1
645-2,591108,4,Upper,8,9106.43,1
645-2,591117,5,Upper,8,7801.07,1
645-2,591126,6,Upper,8,9738.28,1
645-2,591135,7,Upper,8,8762.32,1
645-2,591144,0,Upper,9,9436.74,1
645-2,591152,1,Upper,9,10749.08,1
645-2,591161,2,Upper,9,7661.00,1
645-2,591170,3,Upper,9,9729.40,1
645-2,591179,4,Upper,9,11165.39,1
645-2,591188,5,Upper,9,9598.08,1
645-2,591196,6,Upper,9,12112.04,1
645-2,591205,7,Upper,9,10759.92,1
645-2,591214,0,Upper,10,11130.43,1
645-2,591223,1,Upper,10,13157.89,1
645-2,591232,2,Upper,10,8998.87,1
645-2,591240,3,Upper,10,11577.42,1
645-2,591249,4,Upper,10,13725.07,1
645-2,591258,5,Upper,10,11640.60,1
645-2,591267,6,Upper,10,14362.66,1
645-2,591276,7,Upper,10,13280.76,1
645-2,591284,0,Upper,11,13322.23,1
645-2,591293,1,Upper,11,15522.68,1
645-2,591302,2,Upper,11,10454.10,1
645-2,591311,3,Upper,11,13931.21,1
645-2,591320,4,Upper,11,16194.33,1
645-2,591328,5,Upper,11,13840.83,1
645-2,591337,6,Upper,11,16899.92,1
645-2,591346,7,Upper,11,15728.68,1
645-2,591355,0,Upper,12,15234.47,1
645-2,591364,1,Upper,12,18028.17,1
645-2,591372,2,Upper,12,12188.15,1
645-2,591381,3,Upper,12,16194.33,1
645-2,591390,4,Upper,12,18757.33,1
645-2,591399,5,Upper,12,16108.73,1
645-2,591408,6,Upper,12,19352.89,1
645-2,591416,7,Upper,12,18244.01,1
645-2,591425,0,Upper,13,17283.28,1
645-2,591434,1,Upper,13,20685.20,1
645-2,591443,2,Upper,13,13867.82,1
645-2,591452,3,Upper,13,18369.69,1
645-2,591460,4,Upper,13,21347.56,1
645-2,591469,5,Upper,13,18529.24,1
645-2,591478,6,Upper,13,22053.76,1
645-2,591487,7,Upper,13,20908.20,1
645-2,591496,0,Upper,14,19352.89,1
645-2,591504,1,Upper,14,23725.67,1
645-2,591513,2,Upper,14,15659.41,1
645-2,591522,3,Upper,14,20725.39,1
645-2,591531,4,Upper,14,24544.58,1
645-2,591540,5,Upper,14,21115.14,1
645-2,591548,6,Upper,14,25152.29,1
645-2,591557,7,Upper,14,24100.92,1
645-2,591566,0,Upper,15,21585.16,1
645-2,591575,1,Upper,15,26446.28,1
645-2,591584,2,Upper,15,17381.86,1
645-2,591592,3,Upper,15,23529.41,1
645-2,591601,4,Upper,15,27170.45,1
645-2,591610,5,Upper,15,23818.38,1
645-2,591619,6,Upper,15,27789.84,1
645-2,591628,7,Upper,15,26811.90,1
645-2,591636,0,Upper,16,24251.61,1
645-2,591645,1,Upper,16,29317.45,1
645-2,591654,2,Upper,16,19265.50,1
645-2,591663,3,Upper,16,25931.93,1
645-2,591672,4,Upper,16,29829.88,1
645-2,591680,5,Upper,16,26512.01,1
645-2,591689,6,Upper,16,30732.29,1
645-2,591698,7,Upper,16,29561.20,1
645-2,591707,0,Upper,17,26380.87,1
645-2,591716,1,Upper,17,32266.20,1
645-2,591724,2,Upper,17,21136.06,1
645-2,591733,3,Upper,17,28571.43,1
645-2,591742,4,Upper,17,32561.69,1
645-2,591751,5,Upper,17,29097.52,1
645-2,591760,6,Upper,17,33613.45,1
