Label,Time,SensorNr,Identifier,Interval,Measurement,Iteration
645-2.2,1012244,0,Upper,2,897458.37,1
645-2.2,1012253,1,Upper,2,1167616.87,1
645-2.2,1012261,2,Upper,2,865595.94,1
645-2.2,1012270,3,Upper,2,1065556.75,1
645-2.2,1012279,4,Upper,2,1021701.19,1
645-2.2,1012288,5,Upper,2,1067222.50,1
645-2.2,1012297,6,Upper,2,899231.63,1
645-2.2,1012305,7,Upper,2,866145.06,1
645-2.2,1012314,0,Upper,3,904593.62,1
645-2.2,1012323,1,Upper,3,1182789.50,1
645-2.2,1012332,2,Upper,3,863952.75,1
645-2.2,1012341,3,Upper,3,1064725.75,1
645-2.2,1012349,4,Upper,3,1024000.00,1
645-2.2,1012358,5,Upper,3,1060590.37,1
645-2.2,1012367,6,Upper,3,902202.63,1
645-2.2,1012376,7,Upper,3,872231.69,1
645-2.2,1012385,0,Upper,4,903994.69,1
645-2.2,1012393,1,Upper,4,1185871.50,1
645-2.2,1012402,2,Upper,4,858520.25,1
645-2.2,1012411,3,Upper,4,1070569.75,1
645-2.2,1012420,4,Upper,4,1026309.19,1
645-2.2,1012429,5,Upper,4,1061414.87,1
645-2.2,1012437,6,Upper,4,898639.75,1
645-2.2,1012446,7,Upper,4,880103.13,1
645-2.2,1012455,0,Upper,5,901606.87,1
645-2.2,1012464,1,Upper,5,1188969.50,1
645-2.2,1012473,2,Upper,5,863406.44,1
645-2.2,1012481,3,Upper,5,1078178.50,1
645-2.2,1012490,4,Upper,5,1024000.00,1
645-2.2,1012499,5,Upper,5,1068057.37,1
645-2.2,1012508,6,Upper,5,901011.88,1
645-2.2,1012517,7,Upper,5,885238.81,1
645-2.2,1012525,0,Upper,6,899231.63,1
645-2.2,1012534,1,Upper,6,1185871.50,1
645-2.2,1012543,2,Upper,6,862315.81,1
645-2.2,1012552,3,Upper,6,1073938.12,1
645-2.2,1012561,4,Upper,6,1029404.37,1
645-2.2,1012569,5,Upper,6,1068057.37,1
645-2.2,1012578,6,Upper,6,901606.87,1
645-2.2,1012587,7,Upper,6,877275.62,1
645-2.2,1012596,0,Upper,7,916126.12,1
645-2.2,1012605,1,Upper,7,1181765.75,1
645-2.2,1012613,2,Upper,7,866694.88,1
645-2.2,1012622,3,Upper,7,1067222.50,1
645-2.2,1012631,4,Upper,7,1024768.56,1
645-2.2,1012640,5,Upper,7,1061414.87,1
645-2.2,1012649,6,Upper,7,903994.69,1
645-2.2,1012657,7,Upper,7,875587.87,1
645-2.2,1012666,0,Upper,8,908808.50,1
645-2.2,1012675,1,Upper,8,1183815.00,1
645-2.2,1012684,2,Upper,8,865595.94,1
645-2.2,1012693,3,Upper,8,1071409.87,1
645-2.2,1012701,4,Upper,8,1023232.56,1
645-2.2,1012710,5,Upper,8,1065556.75,1
645-2.2,1012719,6,Upper,8,902202.63,1
645-2.2,1012728,7,Upper,8,886388.25,1
645-2.2,1012737,0,Upper,9,906997.31,1
645-2.2,1012745,1,Upper,9,1179723.50,1
645-2.2,1012754,2,Upper,9,866145.06,1
645-2.2,1012763,3,Upper,9,1072251.25,1
645-2.2,1012772,4,Upper,9,1034082.31,1
645-2.2,1012781,5,Upper,9,1072251.25,1
645-2.2,1012789,6,Upper,9,903994.69,1
645-2.2,1012798,7,Upper,9,881239.25,1
645-2.2,1012807,0,Upper,10,907600.25,1
645-2.2,1012816,1,Upper,10,1184842.37,1
645-2.2,1012825,2,Upper,10,871674.81,1
645-2.2,1012833,3,Upper,10,1079884.00,1
645-2.2,1012842,4,Upper,10,1034082.31,1
645-2.2,1012851,5,Upper,10,1066389.00,1
645-2.2,1012860,6,Upper,10,903396.56,1
645-2.2,1012869,7,Upper,10,888696.00,1
645-2.2,1012877,0,Upper,11,910020.00,1
645-2.2,1012886,1,Upper,11,1185871.50,1
645-2.2,1012895,2,Upper,11,870008.50,1
645-2.2,1012904,3,Upper,11,1079030.50,1
645-2.2,1012913,4,Upper,11,1034866.12,1
645-2.2,1012921,5,Upper,11,1063896.12,1
645-2.2,1012930,6,Upper,11,903994.69,1
645-2.2,1012939,7,Upper,11,885813.13,1
645-2.2,1012948,0,Upper,12,909413.87,1
645-2.2,1012957,1,Upper,12,1182789.50,1
645-2.2,1012965,2,Upper,12,867796.62,1
645-2.2,1012974,3,Upper,12,1082452.37,1
645-2.2,1012983,4,Upper,12,1026309.19,1
645-2.2,1012992,5,Upper,12,1068893.50,1
645-2.2,1013001,6,Upper,12,904593.62,1
645-2.2,1013009,7,Upper,12,886964.06,1
645-2.2,1013018,0,Upper,13,909413.87,1
645-2.2,1013027,1,Upper,13,1193125.50,1
645-2.2,1013036,2,Upper,13,870008.50,1
645-2.2,1013045,3,Upper,13,1080738.75,1
645-2.2,1013053,4,Upper,13,1030959.00,1
645-2.2,1013062,5,Upper,13,1073938.12,1
645-2.2,1013071,6,Upper,13,901606.87,1
645-2.2,1013080,7,Upper,13,886388.25,1
645-2.2,1013089,0,Upper,14,917357.25,1
645-2.2,1013097,1,Upper,14,1187935.00,1
645-2.2,1013106,2,Upper,14,867796.62,1
645-2.2,1013115,3,Upper,14,1082452.37,1
645-2.2,1013124,4,Upper,14,1034082.31,1
645-2.2,1013133,5,Upper,14,1075630.25,1
645-2.2,1013141,6,Upper,14,902799.19,1
645-2.2,1013150,7,Upper,14,887540.62,1
645-2.2,1013159,0,Upper,15,905793.88,1
645-2.2,1013168,1,Upper,15,1177688.37,1
645-2.2,1013177,2,Upper,15,873906.56,1
645-2.2,1013185,3,Upper,15,1082452.37,1
645-2.2,1013194,4,Upper,15,1034082.31,1
645-2.2,1013203,5,Upper,15,1063896.12,1
645-2.2,1013212,6,Upper,15,903396.56,1
645-2.2,1013221,7,Upper,15,896280.06,1
645-2.2,1013229,0,Upper,16,916126.12,1
645-2.2,1013238,1,Upper,16,1192083.87,1
645-2.2,1013247,2,Upper,16,876712.31,1
645-2.2,1013256,3,Upper,16,1080738.75,1
645-2.2,1013265,4,Upper,16,1040386.06,1
645-2.2,1013273,5,Upper,16,1075630.25,1
645-2.2,1013282,6,Upper,16,903396.56,1
645-2.2,1013291,7,Upper,16,889854.44,1
645-2.2,1013300,0,Upper,17,913062.88,1
645-2.2,1013309,1,Upper,17,1190005.75,1
645-2.2,1013317,2,Upper,17,870008.50,1
645-2.2,1013326,3,Upper,17,1087626.12,1
645-2.2,1013335,4,Upper,17,1034866.12,1
645-2.2,1013344,5,Upper,17,1066389.00,1
645-2.2,1013353,6,Upper,17,902799.19,1
645-2.2,1013361,7,Upper,17,890434.81,1
645-2.2,1013370,0,Upper,18,910020.00,1
645-2.2,1013379,1,Upper,18,1207903.25,1
645-2.2,1013388,2,Upper,18,875026.69,1
645-2.2,1013397,3,Upper,18,1082452.37,1
645-2.2,1013405,4,Upper,18,1040386.06,1
645-2.2,1013414,5,Upper,18,1078178.50,1
645-2.2,1013423,6,Upper,18,907600.25,1
645-2.2,1013432,7,Upper,18,887540.62,1
645-2.2,1013441,0,Upper,19,914898.37,1
645-2.2,1013449,1,Upper,19,1184842.37,1
645-2.2,1013458,2,Upper,19,872789.25,1
645-2.2,1013467,3,Upper,19,1075630.25,1
645-2.2,1013476,4,Upper,19,1033299.69,1
645-2.2,1013485,5,Upper,19,1070569.75,1
645-2.2,1013493,6,Upper,19,906997.31,1
645-2.2,1013502,7,Upper,19,891015.87,1
645-2.2,1013511,0,Upper,20,916126.12,1
645-2.2,1013520,1,Upper,20,1211117.62,1
645-2.2,1013529,2,Upper,20,873347.56,1
645-2.2,1013537,3,Upper,20,1084171.50,1
645-2.2,1013546,4,Upper,20,1035651.06,1
645-2.2,1013555,5,Upper,20,1081594.87,1
645-2.2,1013564,6,Upper,20,899824.25,1
645-2.2,1013573,7,Upper,20,890434.81,1
645-2.2,1013581,0,Upper,21,913673.87,1
645-2.2,1013590,1,Upper,21,1198361.62,1
645-2.2,1013599,2,Upper,21,871674.81,1
645-2.2,1013608,3,Upper,21,1083311.25,1
645-2.2,1013617,4,Upper,21,1034866.12,1
645-2.2,1013625,5,Upper,21,1069731.00,1
645-2.2,1013634,6,Upper,21,907600.25,1
645-2.2,1013643,7,Upper,21,888117.94,1
645-2.2,1013652,0,Upper,22,914898.37,1
645-2.2,1013661,1,Upper,22,1178705.00,1
645-2.2,1013669,2,Upper,22,868348.50,1
645-2.2,1013678,3,Upper,22,1075630.25,1
645-2.2,1013687,4,Upper,22,1042769.88,1
645-2.2,1013696,5,Upper,22,1068893.50,1
645-2.2,1013705,6,Upper,22,903396.56,1
645-2.2,1013713,7,Upper,22,883520.25,1
645-2.2,1013722,0,Upper,23,915511.88,1
645-2.2,1013731,1,Upper,23,1208972.87,1
645-2.2,1013740,2,Upper,23,873347.56,1
645-2.2,1013749,3,Upper,23,1083311.25,1
645-2.2,1013757,4,Upper,23,1030181.06,1
645-2.2,1013766,5,Upper,23,1071409.87,1
645-2.2,1013775,6,Upper,23,908204.00,1
645-2.2,1013784,7,Upper,23,885238.81,1
645-2.2,1013793,0,Upper,24,907600.25,1
645-2.2,1013801,1,Upper,24,1201525.37,1
645-2.2,1013810,2,Upper,24,873347.56,1
645-2.2,1013819,3,Upper,24,1084171.50,1
645-2.2,1013828,4,Upper,24,1030181.06,1
645-2.2,1013837,5,Upper,24,1076478.37,1
645-2.2,1013845,6,Upper,24,910020.00,1
645-2.2,1013854,7,Upper,24,885238.81,1
645-2.2,1013863,0,Upper,25,911234.69,1
645-2.2,1013872,1,Upper,25,1212193.00,1
645-2.2,1013881,2,Upper,25,871118.69,1
645-2.2,1013889,3,Upper,25,1085033.12,1
645-2.2,1013898,4,Upper,25,1034866.12,1
645-2.2,1013907,5,Upper,25,1076478.37,1
645-2.2,1013916,6,Upper,25,905193.38,1
645-2.2,1013925,7,Upper,25,888696.00,1
645-2.2,1013933,0,Upper,26,910626.94,1
645-2.2,1013942,1,Upper,26,1197310.75,1
645-2.2,1013951,2,Upper,26,871118.69,1
645-2.2,1013960,3,Upper,26,1072251.25,1
645-2.2,1013969,4,Upper,26,1032518.25,1
645-2.2,1013977,5,Upper,26,1070569.75,1
645-2.2,1013986,6,Upper,26,906395.25,1
645-2.2,1013995,7,Upper,26,889274.87,1
645-2.2,1014004,0,Upper,27,922314.81,1
645-2.2,1014013,1,Upper,27,1193125.50,1
645-2.2,1014021,2,Upper,27,867796.62,1
645-2.2,1014030,3,Upper,27,1074783.50,1
645-2.2,1014039,4,Upper,27,1036437.25,1
645-2.2,1014048,5,Upper,27,1076478.37,1
645-2.2,1014057,6,Upper,27,902799.19,1
645-2.2,1014065,7,Upper,27,891015.87,1
645-2.2,1014074,0,Upper,28,910626.94,1
645-2.2,1014083,1,Upper,28,1178705.00,1
645-2.2,1014092,2,Upper,28,870563.25,1
645-2.2,1014101,3,Upper,28,1079884.00,1
645-2.2,1014109,4,Upper,28,1041974.06,1
645-2.2,1014118,5,Upper,28,1082452.37,1
645-2.2,1014127,6,Upper,28,893932.75,1
645-2.2,1014136,7,Upper,28,888696.00,1
645-2.2,1014145,0,Upper,29,911234.69,1
645-2.2,1014153,1,Upper,29,1203643.87,1
645-2.2,1014162,2,Upper,29,867245.37,1
645-2.2,1014171,3,Upper,29,1074783.50,1
645-2.2,1014180,4,Upper,29,1033299.69,1
645-2.2,1014189,5,Upper,29,1070569.75,1
645-2.2,1014197,6,Upper,29,909413.87,1
645-2.2,1014206,7,Upper,29,889274.87,1
645-2.2,1014215,0,Lower,30,903994.69,1
645-2.2,1014224,1,Lower,30,1197310.75,1
645-2.2,1014233,2,Lower,30,867245.37,1
645-2.2,1014241,3,Lower,30,1084171.50,1
645-2.2,1014250,4,Lower,30,1047570.31,1
645-2.2,1014259,5,Lower,30,1075630.25,1
645-2.2,1014268,6,Lower,30,904593.62,1
645-2.2,1014276,7,Lower,30,885238.81,1
645-2.2,1014285,0,Lower,31,81108912.00,1
645-2.2,1014294,1,Lower,31,102400000.00,1
645-2.2,1014303,2,Lower,31,67095980.00,1
645-2.2,1014312,3,Lower,31,102400000.00,1
645-2.2,1014320,4,Lower,31,101566832.00,1
645-2.2,1014329,5,Lower,31,100747120.00,1
645-2.2,1014338,6,Lower,31,102400000.00,1
645-2.2,1014347,7,Lower,31,97162344.00,1
645-2.2,1014355,0,Lower,32,77995832.00,1
645-2.2,1014364,1,Lower,32,102400000.00,1
645-2.2,1014373,2,Lower,32,64567488.00,1
645-2.2,1014382,3,Lower,32,102400000.00,1
645-2.2,1014391,4,Lower,32,96625136.00,1
645-2.2,1014399,5,Lower,32,98698792.00,1
645-2.2,1014408,6,Lower,32,99826352.00,1
645-2.2,1014417,7,Lower,32,91562696.00,1
645-2.2,1014426,0,Lower,33,77237480.00,1
645-2.2,1014434,1,Lower,33,102400000.00,1
645-2.2,1014443,2,Lower,33,64093888.00,1
645-2.2,1014452,3,Lower,33,101448920.00,1
645-2.2,1014461,4,Lower,33,95777856.00,1
645-2.2,1014470,5,Lower,33,97924544.00,1
645-2.2,1014478,6,Lower,33,98587440.00,1
645-2.2,1014487,7,Lower,33,90052904.00,1
645-2.2,1014496,0,Lower,34,76695144.00,1
645-2.2,1014505,1,Lower,34,102400000.00,1
645-2.2,1014513,2,Lower,34,63627184.00,1
645-2.2,1014522,3,Lower,34,99712440.00,1
645-2.2,1014531,4,Lower,34,95152088.00,1
645-2.2,1014540,5,Lower,34,97378904.00,1
645-2.2,1014549,6,Lower,34,97487544.00,1
645-2.2,1014557,7,Lower,34,89683200.00,1
645-2.2,1014566,0,Lower,35,76360032.00,1
645-2.2,1014575,1,Lower,35,102400000.00,1
645-2.2,1014584,2,Lower,35,63212924.00,1
645-2.2,1014592,3,Lower,35,98144512.00,1
645-2.2,1014601,4,Lower,35,94636824.00,1
645-2.2,1014610,5,Lower,35,95777856.00,1
645-2.2,1014619,6,Lower,35,97054424.00,1
645-2.2,1014628,7,Lower,35,89043480.00,1
645-2.2,1014636,0,Lower,36,75895776.00,1
645-2.2,1014645,1,Lower,36,102400000.00,1
645-2.2,1014654,2,Lower,36,62849196.00,1
645-2.2,1014663,3,Lower,36,98144512.00,1
645-2.2,1014672,4,Lower,36,94432280.00,1
645-2.2,1014680,5,Lower,36,95568352.00,1
645-2.2,1014689,6,Lower,36,95777856.00,1
645-2.2,1014698,7,Lower,36,88412816.00,1
645-2.2,1014707,0,Lower,37,75437120.00,1
645-2.2,1014715,1,Lower,37,102400000.00,1
645-2.2,1014724,2,Lower,37,62758916.00,1
645-2.2,1014733,3,Lower,37,99146744.00,1
645-2.2,1014742,4,Lower,37,93024840.00,1
645-2.2,1014751,5,Lower,37,95568352.00,1
645-2.2,1014759,6,Lower,37,97054424.00,1
645-2.2,1014768,7,Lower,37,87702912.00,1
645-2.2,1014777,0,Lower,38,75437120.00,1
645-2.2,1014786,1,Lower,38,102400000.00,1
645-2.2,1014794,2,Lower,38,62266984.00,1
645-2.2,1014803,3,Lower,38,97162344.00,1
645-2.2,1014812,4,Lower,38,92925912.00,1
645-2.2,1014821,5,Lower,38,94739432.00,1
645-2.2,1014830,6,Lower,38,95255816.00,1
645-2.2,1014838,7,Lower,38,86659176.00,1
645-2.2,1014847,0,Lower,39,74791440.00,1
645-2.2,1014856,1,Lower,39,102400000.00,1
645-2.2,1014865,2,Lower,39,62134156.00,1
645-2.2,1014873,3,Lower,39,96518408.00,1
645-2.2,1014882,4,Lower,39,92336736.00,1
645-2.2,1014891,5,Lower,39,93924760.00,1
645-2.2,1014900,6,Lower,39,94636824.00,1
645-2.2,1014909,7,Lower,39,86402112.00,1
645-2.2,1014917,0,Lower,40,74282800.00,1
645-2.2,1014926,1,Lower,40,102400000.00,1
645-2.2,1014935,2,Lower,40,61521708.00,1
645-2.2,1014944,3,Lower,40,98034408.00,1
645-2.2,1014952,4,Lower,40,92142000.00,1
645-2.2,1014961,5,Lower,40,93823912.00,1
645-2.2,1014970,6,Lower,40,93823912.00,1
645-2.2,1014979,7,Lower,40,85892528.00,1
645-2.2,1014988,0,Lower,41,73968400.00,1
645-2.2,1014996,1,Lower,41,102400000.00,1
645-2.2,1015005,2,Lower,41,61392036.00,1
645-2.2,1015014,3,Lower,41,95882952.00,1
645-2.2,1015023,4,Lower,41,92827192.00,1
645-2.2,1015031,5,Lower,41,93723272.00,1
645-2.2,1015040,6,Lower,41,93322888.00,1
645-2.2,1015049,7,Lower,41,85892528.00,1
645-2.2,1015058,0,Lower,42,73347512.00,1
645-2.2,1015067,1,Lower,42,102400000.00,1
645-2.2,1015075,2,Lower,42,61521708.00,1
645-2.2,1015084,3,Lower,42,95882952.00,1
645-2.2,1015093,4,Lower,42,91851440.00,1
645-2.2,1015102,5,Lower,42,93123976.00,1
645-2.2,1015110,6,Lower,42,92728688.00,1
645-2.2,1015119,7,Lower,42,85472448.00,1
645-2.2,1015128,0,Lower,43,73781032.00,1
645-2.2,1015137,1,Lower,43,102400000.00,1
645-2.2,1015146,2,Lower,43,60667440.00,1
645-2.2,1015154,3,Lower,43,95152088.00,1
645-2.2,1015163,4,Lower,43,91085480.00,1
645-2.2,1015172,5,Lower,43,92239272.00,1
645-2.2,1015181,6,Lower,43,92925912.00,1
645-2.2,1015189,7,Lower,43,84891192.00,1
645-2.2,1015198,0,Lower,44,73532680.00,1
645-2.2,1015207,1,Lower,44,102400000.00,1
645-2.2,1015216,2,Lower,44,60583316.00,1
645-2.2,1015225,3,Lower,44,95048584.00,1
645-2.2,1015233,4,Lower,44,90895976.00,1
645-2.2,1015242,5,Lower,44,92239272.00,1
645-2.2,1015251,6,Lower,44,92630392.00,1
645-2.2,1015260,7,Lower,44,83993592.00,1
645-2.2,1015268,0,Lower,45,72676464.00,1
645-2.2,1015277,1,Lower,45,102400000.00,1
645-2.2,1015286,2,Lower,45,61048904.00,1
645-2.2,1015295,3,Lower,45,94228616.00,1
645-2.2,1015304,4,Lower,45,90145808.00,1
645-2.2,1015312,5,Lower,45,91371208.00,1
645-2.2,1015321,6,Lower,45,92142000.00,1
645-2.2,1015330,7,Lower,45,83993592.00,1
645-2.2,1015339,0,Lower,46,72797560.00,1
645-2.2,1015347,1,Lower,46,102400000.00,1
645-2.2,1015356,2,Lower,46,60541340.00,1
645-2.2,1015365,3,Lower,46,93723272.00,1
645-2.2,1015374,4,Lower,46,89683200.00,1
645-2.2,1015383,5,Lower,46,91085480.00,1
645-2.2,1015391,6,Lower,46,91658744.00,1
645-2.2,1015400,7,Lower,46,83993592.00,1
645-2.2,1015409,0,Lower,47,72555768.00,1
645-2.2,1015418,1,Lower,47,102400000.00,1
645-2.2,1015426,2,Lower,47,60042144.00,1
645-2.2,1015435,3,Lower,47,93723272.00,1
645-2.2,1015444,4,Lower,47,90052904.00,1
645-2.2,1015453,5,Lower,47,90332184.00,1
645-2.2,1015462,6,Lower,47,90238896.00,1
645-2.2,1015470,7,Lower,47,82878280.00,1
645-2.2,1015479,0,Lower,48,72555768.00,1
645-2.2,1015488,1,Lower,48,102400000.00,1
645-2.2,1015497,2,Lower,48,59918628.00,1
645-2.2,1015505,3,Lower,48,92925912.00,1
645-2.2,1015514,4,Lower,48,89499488.00,1
645-2.2,1015523,5,Lower,48,89775344.00,1
645-2.2,1015532,6,Lower,48,90238896.00,1
645-2.2,1015541,7,Lower,48,83671880.00,1
645-2.2,1015549,0,Lower,49,71487320.00,1
645-2.2,1015558,1,Lower,49,102400000.00,1
645-2.2,1015567,2,Lower,49,59918628.00,1
645-2.2,1015576,3,Lower,49,92925912.00,1
645-2.2,1015584,4,Lower,49,88502360.00,1
645-2.2,1015593,5,Lower,49,90990632.00,1
645-2.2,1015602,6,Lower,49,89225320.00,1
645-2.2,1015611,7,Lower,49,81563160.00,1
645-2.2,1015620,0,Lower,50,71958280.00,1
645-2.2,1015628,1,Lower,50,102400000.00,1
645-2.2,1015637,2,Lower,50,59754728.00,1
645-2.2,1015646,3,Lower,50,92336736.00,1
645-2.2,1015655,4,Lower,50,88056432.00,1
645-2.2,1015663,5,Lower,50,89775344.00,1
645-2.2,1015672,6,Lower,50,89683200.00,1
645-2.2,1015681,7,Lower,50,81639368.00,1
645-2.2,1015690,0,Lower,51,71663200.00,1
645-2.2,1015699,1,Lower,51,102400000.00,1
645-2.2,1015707,2,Lower,51,59028148.00,1
645-2.2,1015716,3,Lower,51,92239272.00,1
645-2.2,1015725,4,Lower,51,87791024.00,1
645-2.2,1015734,5,Lower,51,88772096.00,1
645-2.2,1015742,6,Lower,51,88772096.00,1
645-2.2,1015751,7,Lower,51,81033696.00,1
645-2.2,1015760,0,Lower,52,71196088.00,1
645-2.2,1015769,1,Lower,52,102400000.00,1
645-2.2,1015778,2,Lower,52,59148016.00,1
645-2.2,1015786,3,Lower,52,92142000.00,1
645-2.2,1015795,4,Lower,52,88323448.00,1
645-2.2,1015804,5,Lower,52,88412816.00,1
645-2.2,1015813,6,Lower,52,88323448.00,1
645-2.2,1015821,7,Lower,52,80883680.00,1
645-2.2,1015830,0,Lower,53,71138128.00,1
645-2.2,1015839,1,Lower,53,102160560.00,1
645-2.2,1015848,2,Lower,53,58988300.00,1
645-2.2,1015857,3,Lower,53,92239272.00,1
645-2.2,1015865,4,Lower,53,87702912.00,1
645-2.2,1015874,5,Lower,53,88323448.00,1
645-2.2,1015883,6,Lower,53,87967784.00,1
645-2.2,1015892,7,Lower,53,80883680.00,1
645-2.2,1015900,0,Lower,54,70223416.00,1
645-2.2,1015909,1,Lower,54,101803496.00,1
645-2.2,1015918,2,Lower,54,59068048.00,1
645-2.2,1015927,3,Lower,54,91275768.00,1
645-2.2,1015936,4,Lower,54,87091032.00,1
645-2.2,1015944,5,Lower,54,87967784.00,1
645-2.2,1015953,6,Lower,54,88323448.00,1
645-2.2,1015962,7,Lower,54,80141856.00,1
645-2.2,1015971,0,Lower,55,70506728.00,1
645-2.2,1015979,1,Lower,55,101566832.00,1
645-2.2,1015988,2,Lower,55,58789864.00,1
645-2.2,1015997,3,Lower,55,90895976.00,1
645-2.2,1016006,4,Lower,55,86917768.00,1
645-2.2,1016015,5,Lower,55,87791024.00,1
645-2.2,1016023,6,Lower,55,88323448.00,1
645-2.2,1016032,7,Lower,55,79776016.00,1
645-2.2,1016041,0,Lower,56,70449880.00,1
645-2.2,1016050,1,Lower,56,100863408.00,1
645-2.2,1016058,2,Lower,56,58241280.00,1
645-2.2,1016067,3,Lower,56,89960192.00,1
645-2.2,1016076,4,Lower,56,86659176.00,1
645-2.2,1016085,5,Lower,56,87791024.00,1
645-2.2,1016094,6,Lower,56,87352216.00,1
645-2.2,1016102,7,Lower,56,79197584.00,1
645-2.2,1016111,0,Lower,57,69442120.00,1
645-2.2,1016120,1,Lower,57,101685024.00,1
645-2.2,1016129,2,Lower,57,58125056.00,1
645-2.2,1016137,3,Lower,57,90332184.00,1
645-2.2,1016146,4,Lower,57,85639984.00,1
